,Outcome,HomeTeam,AwayTeam,HomeScores,AwayScores,Date,Month,Year,HomeHalfScores,HomeScrums,HomePenalties,AwayHalfScores,AwayScrums,AwayPenalties
925,win,South Sydney,St George Illawarra,41,6,29/08/2015,8,2009,19,9,9,6,2,4
926,win,Bulldogs,Warriors,40,20,30/08/2015,8,2009,28,9,3,4,9,4
927,win,Manly Warringah,Cronulla,18,16,30/08/2015,8,2009,10,4,8,10,8,8
928,win,Canberra,Newcastle,30,14,31/08/2015,8,2009,22,7,8,4,8,8
929,win,St George Illawarra,Parramatta,37,0,4/09/2015,9,2009,21,6,8,0,4,3
930,win,Wests Tigers,Bulldogs,34,12,4/09/2015,9,2009,16,8,7,0,7,3
931,loose,Cronulla,South Sydney,24,26,5/09/2015,9,2009,12,6,6,12,10,5
932,win,Manly Warringah,Gold Coast Titans,38,4,5/09/2015,9,2009,22,8,6,0,5,9
933,loose,Warriors,Melbourne,0,30,5/09/2015,9,2009,0,5,4,12,4,3
934,win,Brisbane,Canberra,22,10,6/09/2015,9,2009,8,5,7,6,11,5
935,win,Newcastle,Penrith,35,0,6/09/2015,9,2009,13,11,5,0,10,6
936,loose,Sydney,North Queensland,16,32,6/09/2015,9,2009,16,9,5,6,12,6
937,win,Brisbane,North Queensland,30,24,12/03/2015,3,2010,20,8,4,0,8,4
939,loose,Canterbury,Newcastle,16,20,13/03/2015,3,2010,0,8,7,16,6,4
940,loose,Cronulla,Melbourne,10,14,13/03/2015,3,2010,4,10,10,6,6,10
941,win,Penrith,Canberra,34,16,13/03/2015,3,2010,22,5,5,0,7,6
942,win,Gold Coast Titans,Warriors,24,18,14/03/2015,3,2010,12,9,8,18,9,7
943,loose,South Sydney,Sydney,10,36,14/03/2015,3,2010,6,7,7,12,5,5
944,win,Wests Tigers,Manly Warringah,26,22,15/03/2015,3,2010,4,3,9,20,4,10
945,win,St George Illawarra,Canterbury,26,6,19/03/2015,3,2010,16,7,9,0,5,3
946,loose,South Sydney,Gold Coast Titans,18,19,19/03/2015,3,2010,6,6,11,12,5,10
947,loose,Newcastle,Melbourne,14,20,20/03/2015,3,2010,14,7,9,12,9,8
948,win,North Queensland,Penrith,28,20,20/03/2015,3,2010,2,7,9,14,8,8
949,win,Warriors,Cronulla,30,16,20/03/2015,3,2010,16,10,6,14,9,10
950,win,Parramatta,Manly Warringah,24,20,21/03/2015,3,2010,0,6,9,14,9,6
951,win,Sydney,Wests Tigers,44,32,21/03/2015,3,2010,20,7,4,12,5,5
952,win,Canberra,Brisbane,22,14,22/03/2015,3,2010,18,7,3,0,8,7
953,win,St George Illawarra,North Queensland,33,8,26/03/2015,3,2010,17,6,6,2,4,7
954,win,Wests Tigers,Parramatta,23,12,26/03/2015,3,2010,9,10,5,0,5,7
955,win,Gold Coast Titans,Canberra,24,4,27/03/2015,3,2010,8,8,4,0,9,8
956,win,Manly Warringah,Newcastle,36,12,27/03/2015,3,2010,24,10,8,6,11,7
957,loose,Penrith,Melbourne,10,16,27/03/2015,3,2010,4,8,7,6,13,4
958,loose,Brisbane,Warriors,16,48,28/03/2015,3,2010,10,7,4,14,6,5
959,win,Canterbury,Sydney,60,14,28/03/2015,3,2010,30,10,5,4,5,3
960,loose,Cronulla,South Sydney,8,30,29/03/2015,3,2010,4,4,10,18,11,8
961,win,Melbourne,St George Illawarra,17,4,2/04/2015,4,2010,4,10,8,0,8,5
962,win,Sydney,Brisbane,25,6,2/04/2015,4,2010,18,9,7,0,6,5
963,win,Cronulla,Parramatta,11,0,3/04/2015,4,2010,0,12,10,0,9,5
964,win,North Queensland,Gold Coast Titans,32,18,3/04/2015,4,2010,18,5,4,6,6,7
965,loose,Canberra,Wests Tigers,22,35,4/04/2015,4,2010,22,9,7,10,4,8
966,loose,Warriors,Manly Warringah,6,14,4/04/2015,4,2010,0,7,8,6,6,9
967,loose,Newcastle,Penrith,30,34,5/04/2015,4,2010,24,8,6,6,9,4
968,win,South Sydney,Canterbury,38,16,5/04/2015,4,2010,26,10,6,6,5,5
969,win,Gold Coast Titans,Melbourne,20,16,9/04/2015,4,2010,4,3,8,16,6,6
970,win,St George Illawarra,Brisbane,34,16,9/04/2015,4,2010,18,5,7,6,6,7
971,loose,Canterbury,Warriors,24,30,10/04/2015,4,2010,12,6,6,12,6,3
972,loose,North Queensland,Wests Tigers,16,23,10/04/2015,4,2010,2,8,10,18,9,6
973,win,South Sydney,Newcastle,28,10,10/04/2015,4,2010,12,8,8,4,8,3
974,win,Manly Warringah,Cronulla,40,12,11/04/2015,4,2010,30,10,8,6,5,9
975,win,Penrith,Sydney,28,6,11/04/2015,4,2010,16,10,6,0,3,4
976,loose,Parramatta,Canberra,14,24,12/04/2015,4,2010,10,6,7,18,6,7
977,loose,Gold Coast Titans,St George Illawarra,6,19,16/04/2015,4,2010,0,6,4,6,10,8
978,loose,Wests Tigers,Canterbury,4,24,16/04/2015,4,2010,0,11,5,6,7,4
979,win,Newcastle,North Queensland,36,18,17/04/2015,4,2010,30,8,6,6,8,6
980,win,Sydney,Canberra,36,6,17/04/2015,4,2010,18,6,8,0,6,9
981,win,Brisbane,Cronulla,44,16,18/04/2015,4,2010,32,5,8,0,7,6
982,win,Parramatta,South Sydney,22,8,18/04/2015,4,2010,2,8,10,8,5,11
983,loose,Warriors,Penrith,12,40,18/04/2015,4,2010,0,4,7,22,6,5
984,loose,Melbourne,Manly Warringah,16,18,19/04/2015,4,2010,6,5,9,18,11,6
985,win,Canterbury,Brisbane,36,18,23/04/2015,4,2010,12,5,6,6,6,4
986,loose,North Queensland,Parramatta,18,24,23/04/2015,4,2010,12,8,3,12,10,2
987,win,Cronulla,Newcastle,26,6,24/04/2015,4,2010,10,11,6,0,8,6
988,win,Penrith,Wests Tigers,26,18,24/04/2015,4,2010,14,6,6,12,4,7
989,loose,Canberra,South Sydney,24,26,25/04/2015,4,2010,24,6,3,6,12,4
990,win,Melbourne,Warriors,40,6,25/04/2015,4,2010,22,5,9,0,4,8
991,win,St George Illawarra,Sydney,28,6,25/04/2015,4,2010,4,7,8,6,5,6
992,loose,Manly Warringah,Gold Coast Titans,22,24,26/04/2015,4,2010,16,7,6,12,6,2
993,loose,Brisbane,Newcastle,22,30,30/04/2015,4,2010,22,10,6,12,5,3
994,win,Parramatta,Canterbury,26,10,30/04/2015,4,2010,8,4,4,0,6,6
995,win,Gold Coast Titans,Penrith,38,24,1/05/2015,5,2010,12,7,7,12,9,2
996,loose,North Queensland,Melbourne,6,34,1/05/2015,5,2010,0,8,4,18,4,2
997,win,St George Illawarra,Cronulla,38,0,1/05/2015,5,2010,18,7,8,0,11,2
998,loose,Warriors,Canberra,16,23,1/05/2015,5,2010,0,4,8,16,12,2
999,loose,South Sydney,Manly Warringah,22,30,2/05/2015,5,2010,6,6,7,18,8,5
1000,loose,Wests Tigers,Sydney,8,12,2/05/2015,5,2010,8,7,8,0,13,5
1001,win,Manly Warringah,St George Illawarra,24,6,8/05/2015,5,2010,10,7,6,6,5,6
1002,loose,Melbourne,Brisbane,14,36,9/05/2015,5,2010,4,8,6,24,6,3
1003,loose,Newcastle,Gold Coast Titans,36,38,9/05/2015,5,2010,20,10,5,16,10,4
1004,loose,Sydney,North Queensland,14,32,10/05/2015,5,2010,10,7,3,18,8,3
1005,win,Brisbane,Gold Coast Titans,28,6,14/05/2015,5,2010,12,8,6,6,5,5
1006,loose,Canterbury,St George Illawarra,6,19,14/05/2015,5,2010,6,6,4,12,5,4
1007,loose,Canberra,Melbourne,6,17,15/05/2015,5,2010,0,9,6,13,7,2
1008,loose,Sydney,Newcastle,18,34,15/05/2015,5,2010,12,8,2,18,5,5
1009,win,Warriors,North Queensland,24,12,15/05/2015,5,2010,20,10,5,0,13,10
1010,loose,Cronulla,Penrith,14,34,16/05/2015,5,2010,8,9,9,22,7,5
1011,loose,Wests Tigers,South Sydney,10,50,16/05/2015,5,2010,6,10,7,18,5,2
1012,loose,Manly Warringah,Parramatta,12,19,17/05/2015,5,2010,12,6,7,12,9,5
1013,loose,Newcastle,Wests Tigers,6,23,21/05/2015,5,2010,6,8,5,6,9,9
1014,loose,Parramatta,Cronulla,18,22,22/05/2015,5,2010,18,6,3,10,7,5
1015,loose,St George Illawarra,Canberra,14,22,23/05/2015,5,2010,4,3,7,6,6,3
1016,win,Warriors,South Sydney,26,24,23/05/2015,5,2010,14,7,4,18,6,2
1017,win,Penrith,Canterbury,31,16,24/05/2015,5,2010,18,4,1,4,10,4
1018,win,St George Illawarra,Parramatta,30,0,28/05/2015,5,2010,8,5,8,0,6,5
1019,win,Wests Tigers,Warriors,50,6,28/05/2015,5,2010,16,8,3,6,7,4
1020,loose,Cronulla,Brisbane,4,20,29/05/2015,5,2010,0,6,3,6,6,4
1021,loose,North Queensland,Manly Warringah,20,24,29/05/2015,5,2010,6,8,3,24,14,4
1022,win,Melbourne,Canterbury,23,12,30/05/2015,5,2010,23,4,7,0,9,4
1023,win,South Sydney,Penrith,42,22,30/05/2015,5,2010,24,6,5,6,6,2
1024,loose,Gold Coast Titans,Sydney,16,30,31/05/2015,5,2010,16,9,7,18,6,6
1025,loose,Canterbury,Wests Tigers,12,19,4/06/2015,6,2010,6,4,3,6,7,4
1026,win,Parramatta,Melbourne,24,10,4/06/2015,6,2010,10,6,5,6,6,5
1027,win,Penrith,Newcastle,28,10,5/06/2015,6,2010,18,10,7,0,11,5
1028,loose,Sydney,Cronulla,18,42,5/06/2015,6,2010,6,4,5,22,9,5
1029,win,Canberra,Gold Coast Titans,28,24,6/06/2015,6,2010,22,7,5,6,6,2
1030,loose,Manly Warringah,Brisbane,6,22,6/06/2015,6,2010,6,7,2,4,7,2
1031,loose,Warriors,St George Illawarra,20,22,6/06/2015,6,2010,8,9,4,6,9,8
1032,win,South Sydney,North Queensland,32,4,7/06/2015,6,2010,16,12,4,0,10,3
1033,win,Gold Coast Titans,Manly Warringah,28,14,11/06/2015,6,2010,14,5,6,6,7,5
1034,win,North Queensland,Canberra,16,8,12/06/2015,6,2010,12,6,7,4,7,3
1035,win,Brisbane,South Sydney,50,22,13/06/2015,6,2010,28,5,3,10,2,4
1036,loose,Newcastle,Warriors,24,32,13/06/2015,6,2010,12,7,6,12,5,5
1037,loose,Melbourne,Sydney,6,38,14/06/2015,6,2010,0,13,7,18,8,5
1038,loose,Brisbane,Penrith,12,22,18/06/2015,6,2010,6,6,8,10,9,3
1039,loose,Canterbury,Gold Coast Titans,24,25,18/06/2015,6,2010,6,9,3,18,10,3
1040,win,Manly Warringah,South Sydney,26,25,19/06/2015,6,2010,12,7,4,13,6,6
1041,win,Melbourne,North Queensland,58,12,19/06/2015,6,2010,24,4,7,6,4,3
1042,loose,Cronulla,St George Illawarra,4,22,20/06/2015,6,2010,4,6,6,6,7,2
1043,win,Wests Tigers,Canberra,18,8,20/06/2015,6,2010,6,5,5,6,11,4
1044,win,Newcastle,Parramatta,6,4,21/06/2015,6,2010,0,7,6,0,14,5
1046,win,St George Illawarra,Wests Tigers,34,10,25/06/2015,6,2010,14,6,5,4,4,5
1047,loose,North Queensland,Cronulla,19,20,26/06/2015,6,2010,18,10,4,0,11,3
1048,loose,Parramatta,Brisbane,6,10,26/06/2015,6,2010,6,9,3,6,7,4
1049,win,South Sydney,Melbourne,16,14,26/06/2015,6,2010,4,8,2,4,8,2
1050,loose,Gold Coast Titans,Newcastle,16,24,27/06/2015,6,2010,12,9,4,18,9,2
1051,loose,Sydney,Warriors,18,20,27/06/2015,6,2010,12,6,3,8,8,2
1052,loose,Canberra,Canterbury,10,18,28/06/2015,6,2010,10,9,7,18,5,4
1053,loose,Brisbane,Wests Tigers,14,16,2/07/2015,7,2010,8,9,6,12,4,2
1054,loose,Cronulla,Canterbury,12,24,3/07/2015,7,2010,8,7,7,24,7,2
1055,loose,Canberra,Sydney,12,22,4/07/2015,7,2010,12,15,5,10,1,1
1056,win,Warriors,Parramatta,35,6,4/07/2015,7,2010,12,12,2,6,4,3
1057,loose,St George Illawarra,Penrith,8,12,5/07/2015,7,2010,0,5,9,6,4,6
1058,win,Sydney,South Sydney,18,14,9/07/2015,7,2010,6,5,6,8,5,5
1059,win,Wests Tigers,Gold Coast Titans,15,14,9/07/2015,7,2010,9,6,8,8,2,3
1060,win,Canterbury,Melbourne,20,18,10/07/2015,7,2010,12,9,5,12,4,7
1061,loose,Manly Warringah,Canberra,22,24,10/07/2015,7,2010,16,4,6,18,5,4
1062,win,Newcastle,Cronulla,21,10,11/07/2015,7,2010,12,7,10,6,5,7
1063,loose,Penrith,Warriors,6,12,11/07/2015,7,2010,6,9,11,12,10,3
1064,win,Parramatta,North Queensland,36,24,12/07/2015,7,2010,24,7,8,6,8,6
1065,loose,Gold Coast Titans,Brisbane,10,24,16/07/2015,7,2010,10,5,6,6,7,4
1066,loose,South Sydney,St George Illawarra,13,16,16/07/2015,7,2010,6,6,3,4,6,5
1067,loose,Cronulla,Manly Warringah,18,48,17/07/2015,7,2010,0,3,9,36,5,6
1068,loose,Penrith,Parramatta,28,34,17/07/2015,7,2010,22,8,3,12,5,6
1069,win,Warriors,Melbourne,13,6,17/07/2015,7,2010,12,7,8,0,8,5
1070,win,Canberra,Newcastle,52,18,18/07/2015,7,2010,40,5,9,0,2,4
1071,win,Sydney,Canterbury,36,32,18/07/2015,7,2010,18,5,2,24,3,7
1072,win,Wests Tigers,North Queensland,26,16,19/07/2015,7,2010,4,5,9,16,7,2
1073,loose,Canterbury,Parramatta,16,32,23/07/2015,7,2010,4,4,3,28,3,5
1074,loose,St George Illawarra,Gold Coast Titans,10,11,23/07/2015,7,2010,10,4,8,6,5,4
1075,win,Canberra,Cronulla,20,13,24/07/2015,7,2010,6,5,8,7,10,6
1076,win,Melbourne,Penrith,18,10,24/07/2015,7,2010,6,13,7,4,8,6
1077,win,North Queensland,Newcastle,28,24,24/07/2015,7,2010,14,4,4,12,10,7
1078,win,Manly Warringah,Wests Tigers,38,20,25/07/2015,7,2010,24,4,5,12,2,9
1079,win,South Sydney,Warriors,38,28,25/07/2015,7,2010,10,8,6,20,5,4
1080,loose,Brisbane,Sydney,30,34,26/07/2015,7,2010,6,5,8,16,5,3
1081,win,Canterbury,South Sydney,32,12,30/07/2015,7,2010,18,10,5,6,10,7
1082,win,Penrith,North Queensland,24,16,30/07/2015,7,2010,10,7,9,16,5,6
1083,loose,Parramatta,Sydney,12,48,31/07/2015,7,2010,12,5,11,24,5,5
1084,win,Wests Tigers,Cronulla,24,22,31/07/2015,7,2010,14,8,12,10,6,8
1085,win,Brisbane,St George Illawarra,10,6,1/08/2015,8,2010,4,7,7,0,7,6
1086,win,Melbourne,Canberra,36,12,1/08/2015,8,2010,12,7,8,6,10,4
1087,loose,Warriors,Gold Coast Titans,20,28,1/08/2015,8,2010,12,10,4,12,10,4
1088,win,Newcastle,Manly Warringah,32,14,2/08/2015,8,2010,24,5,7,4,9,6
1089,win,Gold Coast Titans,Parramatta,34,12,6/08/2015,8,2010,0,7,3,12,3,3
1090,loose,North Queensland,Brisbane,26,34,6/08/2015,8,2010,8,2,3,24,4,5
1091,loose,Cronulla,Warriors,10,37,7/08/2015,8,2010,6,4,8,14,3,4
1092,win,Manly Warringah,Melbourne,26,6,7/08/2015,8,2010,18,12,6,6,7,7
1093,win,South Sydney,Wests Tigers,34,30,7/08/2015,8,2010,6,6,9,16,4,9
1094,win,Newcastle,Canterbury,30,6,8/08/2015,8,2010,18,8,7,0,9,7
1095,loose,Sydney,St George Illawarra,12,19,8/08/2015,8,2010,6,8,6,4,8,7
1096,win,Canberra,Penrith,30,26,9/08/2015,8,2010,12,4,6,26,9,4
1097,loose,Brisbane,Parramatta,14,30,13/08/2015,8,2010,4,6,4,12,2,5
1098,win,Cronulla,Sydney,18,12,13/08/2015,8,2010,6,6,12,12,6,6
1099,loose,Canterbury,Canberra,14,28,14/08/2015,8,2010,14,4,6,12,4,5
1100,win,Gold Coast Titans,North Queensland,37,18,14/08/2015,8,2010,19,5,7,0,6,6
1101,win,Melbourne,South Sydney,18,16,15/08/2015,8,2010,12,8,3,4,10,6
1102,win,Warriors,Newcastle,22,10,15/08/2015,8,2010,10,6,11,4,6,6
1103,win,Wests Tigers,Penrith,43,18,15/08/2015,8,2010,18,6,7,6,5,4
1104,win,St George Illawarra,Manly Warringah,32,10,16/08/2015,8,2010,10,4,4,4,6,4
1105,win,Newcastle,Brisbane,44,18,20/08/2015,8,2010,24,7,7,12,4,3
1106,win,Penrith,South Sydney,54,18,20/08/2015,8,2010,40,11,7,0,7,6
1107,win,Manly Warringah,Warriors,19,16,21/08/2015,8,2010,10,5,10,14,4,5
1108,win,Melbourne,Cronulla,24,4,21/08/2015,8,2010,6,7,8,0,7,7
1109,loose,North Queensland,Canterbury,20,22,21/08/2015,8,2010,14,12,5,6,8,4
1110,win,Canberra,St George Illawarra,32,16,22/08/2015,8,2010,0,6,7,4,5,4
1111,loose,Parramatta,Wests Tigers,18,20,22/08/2015,8,2010,6,5,9,10,6,3
1112,loose,Sydney,Gold Coast Titans,14,23,23/08/2015,8,2010,6,5,5,10,9,3
1113,win,South Sydney,Parramatta,24,16,27/08/2015,8,2010,0,8,8,0,10,7
1114,win,Warriors,Brisbane,36,4,27/08/2015,8,2010,24,6,7,0,7,5
1115,win,Canberra,North Queensland,48,4,28/08/2015,8,2010,28,9,7,0,4,5
1116,win,Cronulla,Gold Coast Titans,30,16,28/08/2015,8,2010,18,8,7,6,8,6
1117,loose,Newcastle,St George Illawarra,18,26,28/08/2015,8,2010,0,6,8,16,2,5
1118,win,Sydney,Manly Warringah,30,14,29/08/2015,8,2010,6,4,5,14,4,6
1119,win,Wests Tigers,Melbourne,26,14,29/08/2015,8,2010,10,4,5,8,8,4
1120,loose,Canterbury,Penrith,18,24,30/08/2015,8,2010,16,5,8,6,9,10
1121,loose,Brisbane,Canberra,16,18,3/09/2015,9,2010,4,8,7,12,10,2
1122,win,Gold Coast Titans,Wests Tigers,21,18,3/09/2015,9,2010,13,9,6,0,7,3
1123,loose,North Queensland,Sydney,8,18,4/09/2015,9,2010,4,7,9,6,12,4
1124,loose,Parramatta,Warriors,12,26,4/09/2015,9,2010,6,11,9,8,6,3
1125,win,Penrith,Cronulla,50,12,4/09/2015,9,2010,28,11,4,6,7,6
1126,loose,Manly Warringah,Canterbury,24,30,5/09/2015,9,2010,16,2,3,18,11,2
1127,win,Melbourne,Newcastle,34,4,5/09/2015,9,2010,12,8,9,0,14,7
1128,win,St George Illawarra,South Sydney,38,24,5/09/2015,9,2010,16,8,6,18,8,4
1129,loose,Brisbane,North Queensland,14,16,11/03/2015,3,2011,4,11,6,16,4,3
1130,win,Sydney,South Sydney,40,29,11/03/2015,3,2011,22,5,6,6,6,9
1131,loose,Gold Coast Titans,St George Illawarra,16,25,12/03/2015,3,2011,6,11,3,12,5,4
1132,win,Melbourne,Manly Warringah,18,6,12/03/2015,3,2011,6,7,5,6,6,4
1133,loose,Warriors,Parramatta,18,24,12/03/2015,3,2011,6,3,7,14,9,6
1134,win,Canberra,Cronulla,40,12,13/03/2015,3,2011,22,10,4,6,5,8
1135,loose,Penrith,Newcastle,8,42,13/03/2015,3,2011,2,8,8,22,9,8
1136,win,Canterbury,Wests Tigers,24,14,14/03/2015,3,2011,6,4,6,4,7,6
1137,loose,Canberra,Brisbane,4,20,18/03/2015,3,2011,4,8,6,6,6,8
1138,loose,Parramatta,Penrith,6,20,18/03/2015,3,2011,0,8,8,10,7,8
1139,win,Melbourne,Gold Coast Titans,40,12,19/03/2015,3,2011,28,4,6,0,8,11
1140,loose,North Queensland,Newcastle,22,34,19/03/2015,3,2011,6,6,8,16,7,4
1141,win,Wests Tigers,Warriors,20,12,19/03/2015,3,2011,6,6,6,6,9,6
1142,loose,South Sydney,Canterbury,19,28,20/03/2015,3,2011,8,6,5,12,6,4
1143,loose,Sydney,Manly Warringah,16,27,20/03/2015,3,2011,10,7,6,14,9,6
1144,win,Cronulla,St George Illawarra,16,10,21/03/2015,3,2011,10,8,7,0,3,8
1145,loose,Gold Coast Titans,Brisbane,8,14,25/03/2015,3,2011,6,15,7,0,6,4
1146,loose,Parramatta,South Sydney,18,32,25/03/2015,3,2011,12,4,5,12,9,6
1147,loose,Penrith,Cronulla,12,44,26/03/2015,3,2011,6,5,4,24,6,10
1148,win,Wests Tigers,Canberra,34,24,26/03/2015,3,2011,16,12,8,4,6,5
1149,win,Canterbury,Sydney,24,20,27/03/2015,3,2011,18,4,10,14,4,8
1150,win,Manly Warringah,Newcastle,26,12,27/03/2015,3,2011,16,8,7,6,8,10
1151,loose,Warriors,St George Illawarra,12,25,27/03/2015,3,2011,0,7,7,18,5,2
1152,win,North Queensland,Melbourne,34,6,28/03/2015,3,2011,10,3,7,6,9,6
1153,win,Brisbane,Penrith,18,10,1/04/2015,4,2011,6,7,9,10,8,5
1154,win,South Sydney,Manly Warringah,32,30,1/04/2015,4,2011,16,2,5,10,6,3
1155,loose,Canberra,Gold Coast Titans,22,23,2/04/2015,4,2011,10,10,6,12,6,3
1156,win,Parramatta,North Queensland,22,20,2/04/2015,4,2011,10,3,6,10,7,4
1157,loose,Cronulla,Warriors,18,26,3/04/2015,4,2011,12,5,4,8,8,5
1158,loose,Newcastle,St George Illawarra,18,20,3/04/2015,4,2011,6,4,4,14,4,4
1159,win,Sydney,Wests Tigers,24,6,3/04/2015,4,2011,12,7,7,0,12,7
1160,win,Melbourne,Canterbury,30,16,4/04/2015,4,2011,18,9,5,4,6,5
1161,win,North Queensland,Gold Coast Titans,22,12,8/04/2015,4,2011,22,10,10,0,5,9
1162,win,Wests Tigers,South Sydney,30,6,8/04/2015,4,2011,12,8,8,6,6,5
1163,loose,Cronulla,Manly Warringah,13,19,9/04/2015,4,2011,7,4,4,0,8,6
1164,win,Penrith,Canberra,36,10,9/04/2015,4,2011,18,8,8,4,7,8
1165,win,Warriors,Sydney,24,12,9/04/2015,4,2011,10,9,9,6,8,7
1166,win,Melbourne,Parramatta,38,0,10/04/2015,4,2011,22,5,5,0,5,4
1167,win,St George Illawarra,Canterbury,25,6,10/04/2015,4,2011,9,8,4,0,12,3
1168,win,Brisbane,Newcastle,17,6,11/04/2015,4,2011,8,7,8,6,3,6
1169,win,Gold Coast Titans,Wests Tigers,20,14,15/04/2015,4,2011,8,8,10,14,6,8
1170,loose,Parramatta,Canterbury,14,34,15/04/2015,4,2011,14,7,5,14,4,4
1171,win,Manly Warringah,Warriors,20,10,16/04/2015,4,2011,14,4,7,4,5,7
1172,win,North Queensland,Canberra,26,18,16/04/2015,4,2011,24,4,11,6,8,4
1173,loose,Sydney,Brisbane,6,24,16/04/2015,4,2011,0,6,4,12,12,5
1174,win,Newcastle,Cronulla,24,20,17/04/2015,4,2011,18,2,3,10,7,9
1175,loose,Penrith,Melbourne,10,25,17/04/2015,4,2011,6,5,7,8,5,5
1176,loose,South Sydney,St George Illawarra,0,16,18/04/2015,4,2011,0,2,6,2,4,8
1177,win,Manly Warringah,Penrith,22,16,22/04/2015,4,2011,10,6,7,4,8,9
1178,loose,Wests Tigers,Brisbane,18,31,22/04/2015,4,2011,6,8,7,25,7,9
1179,win,Canterbury,South Sydney,36,24,23/04/2015,4,2011,20,7,3,6,7,4
1180,loose,Cronulla,North Queensland,12,30,23/04/2015,4,2011,0,5,7,8,6,2
1181,loose,Canberra,Newcastle,12,22,24/04/2015,4,2011,12,5,3,0,9,5
1182,win,Parramatta,Gold Coast Titans,22,18,24/04/2015,4,2011,10,11,9,12,10,4
1183,loose,Melbourne,Warriors,14,18,25/04/2015,4,2011,8,8,8,18,5,5
1184,loose,Sydney,St George Illawarra,10,24,25/04/2015,4,2011,0,8,5,6,6,3
1185,win,Brisbane,Canterbury,20,12,29/04/2015,4,2011,8,5,5,6,8,3
1186,win,South Sydney,Cronulla,31,12,29/04/2015,4,2011,6,4,3,12,9,3
1187,win,Gold Coast Titans,Sydney,24,13,30/04/2015,4,2011,6,6,5,6,5,8
1188,win,Melbourne,Newcastle,42,12,30/04/2015,4,2011,18,7,8,12,4,6
1189,win,North Queensland,Manly Warringah,22,20,30/04/2015,4,2011,16,1,6,4,8,3
1190,loose,Canberra,Wests Tigers,12,49,1/05/2015,5,2011,6,8,5,24,10,6
1191,win,St George Illawarra,Parramatta,30,0,1/05/2015,5,2011,22,5,4,0,9,2
1192,win,Warriors,Penrith,26,18,1/05/2015,5,2011,6,7,8,6,9,5
1193,loose,Brisbane,Melbourne,22,29,7/05/2015,5,2011,6,4,7,12,4,3
1194,loose,Gold Coast Titans,Warriors,14,34,8/05/2015,5,2011,8,9,6,22,5,2
1195,win,St George Illawarra,North Queensland,22,8,8/05/2015,5,2011,18,5,3,2,4,2
1196,win,Manly Warringah,Canberra,20,0,9/05/2015,5,2011,10,10,5,0,11,4
1197,loose,Canterbury,St George Illawarra,10,15,13/05/2015,5,2011,0,4,2,15,5,7
1198,win,Penrith,Brisbane,33,10,13/05/2015,5,2011,12,4,5,10,8,9
1199,loose,Melbourne,Canberra,12,20,14/05/2015,5,2011,6,7,6,12,3,5
1200,win,North Queensland,Parramatta,40,26,14/05/2015,5,2011,10,5,3,16,3,3
1201,win,South Sydney,Wests Tigers,29,18,14/05/2015,5,2011,27,8,5,0,9,4
1202,win,Cronulla,Sydney,18,4,15/05/2015,5,2011,8,5,7,4,7,4
1203,loose,Newcastle,Warriors,16,25,15/05/2015,5,2011,16,8,4,12,6,2
1204,loose,Gold Coast Titans,Manly Warringah,12,16,16/05/2015,5,2011,6,5,5,10,8,6
1205,win,Canberra,Canterbury,20,12,20/05/2015,5,2011,10,3,4,0,8,4
1206,win,Wests Tigers,Penrith,20,18,21/05/2015,5,2011,10,9,8,12,7,6
1207,win,Sydney,Newcastle,12,10,22/05/2015,5,2011,6,7,6,0,7,4
1208,win,Warriors,South Sydney,12,6,22/05/2015,5,2011,6,10,3,0,10,3
1209,win,Parramatta,Cronulla,40,6,23/05/2015,5,2011,22,3,7,0,6,5
1210,win,Canterbury,Gold Coast Titans,28,6,27/05/2015,5,2011,16,12,7,0,5,9
1211,win,Manly Warringah,Brisbane,34,10,27/05/2015,5,2011,4,3,3,10,8,7
1212,win,Newcastle,Parramatta,8,6,28/05/2015,5,2011,6,8,8,0,8,5
1213,win,North Queensland,Sydney,20,6,28/05/2015,5,2011,8,11,7,0,8,5
1214,win,Melbourne,Cronulla,14,8,29/05/2015,5,2011,0,5,6,0,10,8
1215,win,St George Illawarra,Wests Tigers,24,18,29/05/2015,5,2011,20,3,5,6,5,8
1216,win,Penrith,South Sydney,22,10,30/05/2015,5,2011,16,7,6,4,7,6
1217,loose,Cronulla,Brisbane,16,34,3/06/2015,6,2011,10,7,4,16,6,5
1219,loose,Canterbury,Manly Warringah,4,38,4/06/2015,6,2011,0,4,3,22,7,4
1220,loose,Gold Coast Titans,Penrith,10,23,4/06/2015,6,2011,4,6,4,10,12,3
1221,win,Sydney,Warriors,13,6,4/06/2015,6,2011,12,5,8,0,6,8
1222,loose,Canberra,North Queensland,24,40,5/06/2015,6,2011,22,5,4,18,5,5
1223,loose,South Sydney,Melbourne,6,16,5/06/2015,6,2011,6,5,6,10,7,1
1224,win,Wests Tigers,Newcastle,17,16,6/06/2015,6,2011,10,7,9,10,7,2
1225,loose,St George Illawarra,Gold Coast Titans,14,28,10/06/2015,6,2011,8,4,3,4,6,4
1226,win,Manly Warringah,North Queensland,24,4,11/06/2015,6,2011,12,5,5,0,6,8
1227,win,Brisbane,Canberra,25,24,12/06/2015,6,2011,18,6,6,0,6,3
1228,loose,Warriors,Wests Tigers,22,26,12/06/2015,6,2011,8,9,5,4,5,5
1229,win,Melbourne,Sydney,21,4,13/06/2015,6,2011,8,8,9,4,5,3
